unique_employee_ids,stillExists,companyAlias,is_train,vote_cnt,vote_avg,vote_std,vote_p50,vote_p75,votes_monday_cnt,votes_monday_avg,votes_monday_std,votes_monday_p50,votes_monday_p75,votes_friday_cnt,votes_friday_avg,votes_friday_std,votes_friday_p50,votes_friday_p75,acpt_likes_cnt,acpt_likes_avg,acpt_likes_std,acpt_likes_p50,acpt_likes_p75,acpt_dislikes_cnt,acpt_dislikes_avg,acpt_dislikes_std,acpt_dislikes_p50,acpt_dislikes_p75,len_txt_cnt,len_txt_avg,len_txt_std,len_txt_p50,len_txt_p75,comment_weekend_cnt,comment_weekday_cnt,comment_morning_cnt,comment_night_cnt,comment_lunch_cnt,gv_liked_cnt,gv_disliked_cnt,reaction_cnt,turn_over_rate,vote_company_cnt,vote_company_avg,vote_company_std,vote_company_p50,vote_company_p75,comment_per_emp_avg,comment_len_per_emp_avg,comment_per_emp_p50,comment_len_per_emp_p50,gv_liked_per_emp_avg,gv_disliked_per_emp_avg,gv_liked_per_emp_p50,gv_disliked_per_emp_p50
257_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,0,17.0,2.8823529411764706,0.6002450479987809,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,2.6666666666666665,1.5275252316519468,3.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
258_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,7.0,3.142857142857143,0.6900655593423543,3.0,3.5,1.0,2.0,,2.0,2.0,1.0,3.0,,3.0,3.0,2.0,7.0,0.0,7.0,7.0,0.0,,,,,2.0,41.0,0.0,41.0,41.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,6.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
261_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,120.0,4.0,0.0,4.0,4.0,26.0,4.0,0.0,4.0,4.0,15.0,4.0,0.0,4.0,4.0,14.0,2.7142857142857144,0.7262730392025629,3.0,3.0,6.0,2.0,0.0,2.0,2.0,14.0,26.428571428571427,12.876420224666395,25.0,38.75,6.0,8.0,2.0,4.0,0.0,19.0,5.0,24.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
262_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,70.0,3.2142857142857144,0.41328858369927063,3.0,3.0,15.0,3.1333333333333333,0.35186577527449847,3.0,3.0,14.0,3.2857142857142856,0.46880723093849536,3.0,3.75,34.0,5.352941176470588,5.645498893278671,4.0,6.0,2.0,5.0,0.0,5.0,5.0,36.0,46.833333333333336,47.989582202807306,32.0,53.0,10.0,26.0,2.0,24.0,2.0,65.0,3.0,68.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
263_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,18.0,3.4444444444444446,0.7047921864945658,4.0,4.0,3.0,3.3333333333333335,1.1547005383792517,4.0,4.0,1.0,3.0,,3.0,3.0,6.0,8.333333333333334,6.0882400303098,6.0,13.5,4.0,9.5,7.505553499465135,9.5,16.0,6.0,107.66666666666667,85.1837230148264,94.0,180.25,0.0,6.0,0.0,2.0,0.0,7.0,0.0,7.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
264_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,0,44.0,3.0,0.0,3.0,3.0,8.0,3.0,0.0,3.0,3.0,7.0,3.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
266_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,0,74.0,3.0135135135135136,0.2613580571963656,3.0,3.0,12.0,3.0,0.4264014327112209,3.0,3.0,11.0,3.090909090909091,0.30151134457776374,3.0,3.0,16.0,13.625,5.863730325768174,12.5,19.25,2.0,19.0,0.0,19.0,19.0,16.0,182.625,102.94067871028116,182.5,216.25,4.0,12.0,2.0,6.0,0.0,41.0,0.0,41.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
267_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,53.0,2.2452830188679247,0.8527255031629797,2.0,3.0,5.0,2.4,1.140175425099138,2.0,3.0,7.0,2.5714285714285716,0.7867957924694432,3.0,3.0,,,,,,,,,,,,,,,,,,,,,14.0,1.0,15.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
268_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,0,165.0,3.987878787878788,0.15569978883230454,4.0,4.0,24.0,4.0,0.0,4.0,4.0,23.0,3.9130434782608696,0.4170288281141495,4.0,4.0,34.0,6.764705882352941,4.452162045632482,6.0,7.0,4.0,5.0,2.309401076758503,5.0,7.0,34.0,109.41176470588235,83.53337843008003,83.0,145.0,8.0,26.0,20.0,0.0,10.0,213.0,49.0,262.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
269_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,0,3.0,3.6666666666666665,0.5773502691896257,4.0,4.0,1.0,4.0,,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
271_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,176.0,1.3125,0.7552199301244266,1.0,1.0,24.0,1.1666666666666667,0.6370220572706059,1.0,1.0,25.0,1.36,0.8602325267042628,1.0,1.0,8.0,16.25,2.866057521105554,17.0,18.25,2.0,19.0,0.0,19.0,19.0,8.0,48.25,26.179326631087037,48.0,59.0,4.0,4.0,2.0,0.0,4.0,95.0,8.0,103.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
273_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,75.0,3.04,0.5311893844592174,3.0,3.0,11.0,3.0,0.4472135954999581,3.0,3.0,12.0,3.0833333333333335,0.5149286505444373,3.0,3.0,10.0,4.0,3.8873012632302,1.0,8.0,2.0,9.0,0.0,9.0,9.0,10.0,101.4,114.66782945146869,36.0,105.0,4.0,6.0,0.0,4.0,0.0,30.0,0.0,30.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
274_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,4.0,2.0,0.816496580927726,2.0,2.25,1.0,3.0,,3.0,3.0,0.0,,,,,4.0,5.5,0.5773502691896257,5.5,6.0,2.0,6.0,0.0,6.0,6.0,4.0,41.0,23.094010767585033,41.0,61.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
276_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,80.0,2.9625,0.3712363878934856,3.0,3.0,16.0,3.0,0.3651483716701107,3.0,3.0,10.0,2.8,0.4216370213557839,3.0,3.0,2.0,11.0,0.0,11.0,11.0,0.0,,,,,2.0,54.0,0.0,54.0,54.0,0.0,2.0,0.0,2.0,0.0,13.0,4.0,17.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
277_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,47.0,2.8297872340425534,0.4809026357287708,3.0,3.0,8.0,2.875,0.3535533905932739,3.0,3.0,9.0,2.6666666666666665,0.7071067811865475,3.0,3.0,58.0,11.0,7.023769168568493,10.0,14.0,32.0,9.6875,4.200134406451545,9.0,12.0,60.0,218.96666666666667,251.13727535642005,141.5,271.0,16.0,44.0,0.0,26.0,2.0,42.0,61.0,103.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
279_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,12.0,3.25,0.621581560508061,3.0,4.0,2.0,3.5,0.7071067811865476,3.5,3.75,0.0,,,,,10.0,3.8,4.391911757866827,2.0,3.0,0.0,,,,,10.0,56.2,23.403703410642798,57.0,72.0,4.0,6.0,0.0,4.0,2.0,14.0,2.0,16.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
280_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,0,19.0,3.0526315789473686,0.40465131911125596,3.0,3.0,1.0,3.0,,3.0,3.0,5.0,3.0,0.0,3.0,3.0,2.0,29.0,0.0,29.0,29.0,4.0,14.5,16.743157806499145,14.5,29.0,4.0,116.0,127.01705922171767,116.0,226.0,2.0,2.0,0.0,2.0,0.0,16.0,5.0,21.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
282_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,0,1.0,3.0,,3.0,3.0,1.0,3.0,,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
284_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,0,39.0,2.9743589743589745,0.537400149216455,3.0,3.0,8.0,2.875,0.3535533905932738,3.0,3.0,10.0,3.1,0.7378647873726218,3.0,3.75,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
286_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,75.0,1.4533333333333334,0.889781833772589,1.0,1.5,9.0,1.6666666666666667,1.118033988749895,1.0,2.0,10.0,1.1,0.31622776601683794,1.0,1.0,14.0,14.857142857142858,8.365286724196725,14.0,15.75,4.0,12.5,1.7320508075688772,12.5,14.0,14.0,224.42857142857142,130.97604847728945,217.0,334.0,0.0,14.0,0.0,4.0,2.0,66.0,14.0,80.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
287_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,64.0,3.03125,0.17536809360305042,3.0,3.0,11.0,3.0,0.0,3.0,3.0,9.0,3.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,10.0,2.0,12.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
288_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,112.0,3.75,0.45520018366341614,4.0,4.0,14.0,3.7142857142857144,0.4688072309384954,4.0,4.0,17.0,3.6470588235294117,0.6063390625908325,4.0,4.0,28.0,7.0,5.047918529600243,5.0,11.0,6.0,6.333333333333333,6.947421584060281,4.0,12.25,32.0,74.875,61.30818500320406,50.0,88.75,4.0,28.0,6.0,6.0,2.0,251.0,7.0,258.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
291_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,163.0,2.950920245398773,0.48181345938996173,3.0,3.0,26.0,2.8461538461538463,0.4640954808922571,3.0,3.0,24.0,3.0416666666666665,0.4643056214875365,3.0,3.0,70.0,11.542857142857143,6.471085553457445,9.0,14.5,16.0,14.25,7.461009761866464,11.5,17.5,70.0,111.22857142857143,63.279955712935326,104.0,135.5,16.0,54.0,2.0,24.0,0.0,153.0,17.0,170.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
292_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,76.0,3.013157894736842,0.2578589305612188,3.0,3.0,15.0,3.0,0.3779644730092272,3.0,3.0,9.0,3.111111111111111,0.3333333333333334,3.0,3.0,,,,,,,,,,,,,,,,,,,,,5.0,1.0,6.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
293_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,77.0,2.857142857142857,0.5309942440535916,3.0,3.0,14.0,2.642857142857143,0.744946343668492,3.0,3.0,9.0,2.5555555555555554,0.7264831572567788,3.0,3.0,18.0,6.0,4.87490573061192,4.0,8.0,2.0,3.0,0.0,3.0,3.0,20.0,97.9,81.76017561006994,63.5,147.0,2.0,18.0,4.0,0.0,8.0,36.0,4.0,40.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
299_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,0,140.0,2.05,0.5793198691494769,2.0,2.0,23.0,2.0434782608695654,0.5623215571155333,2.0,2.0,22.0,1.9545454545454546,0.5754727023663513,2.0,2.0,56.0,10.285714285714286,6.60499614125353,8.5,13.25,22.0,10.727272727272727,4.165411066227359,10.0,14.5,60.0,149.8,133.64851448380864,76.5,237.0,12.0,48.0,2.0,18.0,12.0,153.0,19.0,172.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
300_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,0,128.0,2.5234375,0.6013743282491909,3.0,3.0,22.0,2.5,0.5976143046671968,2.0,3.0,18.0,2.611111111111111,0.5016313257045502,3.0,3.0,42.0,8.142857142857142,6.598489955013279,7.0,12.0,8.0,14.5,7.502380574571933,12.5,16.25,42.0,136.38095238095238,136.1919292012513,91.0,172.0,10.0,32.0,2.0,16.0,8.0,118.0,18.0,136.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
301_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,45.0,3.066666666666667,0.25226248955475644,3.0,3.0,6.0,3.1666666666666665,0.4082482904638631,3.0,3.0,7.0,3.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
302_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,0,51.0,3.196078431372549,0.693386121670668,3.0,4.0,9.0,3.4444444444444446,0.5270462766947299,3.0,4.0,10.0,2.8,0.9189365834726815,3.0,3.0,42.0,7.333333333333333,6.296211275264215,7.0,10.0,10.0,8.8,5.138093031466052,7.0,9.0,42.0,94.61904761904762,92.82844191485249,54.0,95.0,8.0,34.0,4.0,16.0,2.0,116.0,3.0,119.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
303_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,17.0,2.1176470588235294,0.600245047998781,2.0,2.0,2.0,1.5,0.7071067811865476,1.5,1.75,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,,,,,2.0,25.0,0.0,25.0,25.0,0.0,2.0,0.0,2.0,0.0,44.0,1.0,45.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
306_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,0,13.0,2.5384615384615383,0.6602252917735245,2.0,3.0,3.0,3.0,1.0,3.0,3.5,2.0,2.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
307_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,0,33.0,2.909090909090909,0.2919371040605711,3.0,3.0,6.0,3.0,0.0,3.0,3.0,3.0,2.6666666666666665,0.5773502691896258,3.0,3.0,2.0,12.0,0.0,12.0,12.0,0.0,,,,,2.0,58.0,0.0,58.0,58.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,13.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
308_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,11.0,3.0,0.0,3.0,3.0,4.0,3.0,0.0,3.0,3.0,2.0,3.0,0.0,3.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,,,,,4.0,25.5,15.588457268119896,25.5,39.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,7.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
310_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,69.0,2.4347826086956523,0.6961714813591553,3.0,3.0,14.0,2.5,0.8548504142651102,3.0,3.0,11.0,2.4545454545454546,0.5222329678670935,2.0,3.0,10.0,9.8,6.051629716218783,9.0,15.0,6.0,11.0,7.797435475847171,15.0,16.5,10.0,61.8,35.52401378723349,67.0,97.0,0.0,10.0,0.0,2.0,2.0,57.0,13.0,70.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
311_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,105.0,3.876190476190476,0.3588238826424167,4.0,4.0,16.0,3.9375,0.25000000000000006,4.0,4.0,16.0,3.9375,0.24999999999999997,4.0,4.0,42.0,8.714285714285714,6.575214785644033,8.0,14.0,4.0,17.0,1.1547005383792515,17.0,18.0,42.0,79.0,71.02524456736252,55.0,92.0,10.0,32.0,18.0,2.0,8.0,211.0,12.0,223.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
312_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,43.0,3.7674418604651163,0.4274625743754583,4.0,4.0,8.0,3.75,0.46291004988627565,4.0,4.0,9.0,3.7777777777777777,0.4409585518440984,4.0,4.0,,,,,,,,,,,,,,,,,,,,,11.0,1.0,12.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
314_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,3.0,3.3333333333333335,0.5773502691896258,3.0,3.5,1.0,3.0,,3.0,3.0,1.0,3.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
315_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,19.0,3.4210526315789473,0.6924826089821245,4.0,4.0,6.0,3.1666666666666665,0.752772652709081,3.0,3.75,5.0,4.0,0.0,4.0,4.0,20.0,9.3,9.92657252556305,6.0,12.0,2.0,12.0,0.0,12.0,12.0,22.0,91.27272727272727,66.7005974258829,73.0,109.0,2.0,20.0,2.0,20.0,0.0,52.0,2.0,54.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
316_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,89.0,3.9213483146067416,0.3098650403116724,4.0,4.0,11.0,3.909090909090909,0.30151134457776374,4.0,4.0,12.0,3.8333333333333335,0.38924947208076144,4.0,4.0,20.0,9.0,6.553424175273002,8.0,15.0,0.0,,,,,20.0,123.2,97.729810137305,90.0,158.0,4.0,16.0,4.0,10.0,0.0,116.0,15.0,131.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
320_57dd2d6a4018d9000339ca43,False,57dd2d6a4018d9000339ca43,1,2.0,3.5,0.7071067811865476,3.5,3.75,1.0,4.0,,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
322_57dd2d6a4018d9000339ca43,False,57dd2d6a4018d9000339ca43,0,33.0,4.0,0.0,4.0,4.0,5.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
327_57dd2d6a4018d9000339ca43,False,57dd2d6a4018d9000339ca43,1,16.0,3.5625,0.6291528696058958,4.0,4.0,2.0,3.5,0.7071067811865476,3.5,3.75,4.0,4.0,0.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
338_57dd2d6a4018d9000339ca43,True,57dd2d6a4018d9000339ca43,1,37.0,2.4324324324324325,1.0939363311896615,2.0,3.0,5.0,3.0,1.0,3.0,4.0,4.0,2.0,0.816496580927726,2.0,2.25,12.0,12.166666666666666,6.422026490324082,12.5,13.0,8.0,12.5,7.946247991527645,12.5,15.5,12.0,198.33333333333334,201.2702088479489,134.0,207.0,2.0,10.0,0.0,6.0,0.0,51.0,13.0,64.0,0.17791411042944782,8224,2.9710603112840466,0.8871035659518599,3,4,14.60377358490566,1855.0754716981132,8.0,689.0,48.86821705426357,5.062015503875969,18.0,1.0
1_57d979b72a040a00036a8925,True,57d979b72a040a00036a8925,1,25.0,3.64,0.5686240703077328,4.0,4.0,2.0,3.5,0.7071067811865476,3.5,3.75,4.0,3.75,0.5,4.0,4.0,4.0,2.5,1.7320508075688772,2.5,4.0,8.0,1.25,1.7525491637693282,0.5,1.75,38.0,29.36842105263158,23.712718736407627,18.0,42.75,0.0,38.0,4.0,4.0,8.0,1.0,1.0,2.0,0.0,142,3.4225352112676055,0.765607751559392,4,4,19.0,676.0,17.0,610.0,2.142857142857143,1.5714285714285714,2.0,1.0
3_57d979b72a040a00036a8925,True,57d979b72a040a00036a8925,1,35.0,3.342857142857143,0.8023075962444806,4.0,4.0,7.0,3.142857142857143,0.8997354108424375,3.0,4.0,5.0,3.2,1.3038404810405297,4.0,4.0,10.0,1.2,0.4216370213557839,1.0,1.0,4.0,0.5,0.5773502691896257,0.5,1.0,46.0,26.130434782608695,15.869759776452788,22.0,37.25,4.0,42.0,0.0,26.0,8.0,4.0,3.0,7.0,0.0,142,3.4225352112676055,0.765607751559392,4,4,19.0,676.0,17.0,610.0,2.142857142857143,1.5714285714285714,2.0,1.0
4_57d979b72a040a00036a8925,True,57d979b72a040a00036a8925,1,8.0,3.5,0.7559289460184545,4.0,4.0,1.0,4.0,,4.0,4.0,2.0,3.5,0.7071067811865476,3.5,3.75,0.0,,,,,0.0,,,,,14.0,50.857142857142854,34.54953443492878,47.0,71.0,0.0,14.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,142,3.4225352112676055,0.765607751559392,4,4,19.0,676.0,17.0,610.0,2.142857142857143,1.5714285714285714,2.0,1.0
5_57d979b72a040a00036a8925,True,57d979b72a040a00036a8925,1,11.0,3.6363636363636362,0.504524979109513,4.0,4.0,1.0,4.0,,4.0,4.0,0.0,,,,,14.0,1.5714285714285714,0.7559289460184544,1.0,2.0,6.0,1.6666666666666667,1.3662601021279464,2.0,2.75,22.0,61.0,38.423703001935564,48.0,101.75,0.0,22.0,2.0,6.0,2.0,5.0,3.0,8.0,0.0,142,3.4225352112676055,0.765607751559392,4,4,19.0,676.0,17.0,610.0,2.142857142857143,1.5714285714285714,2.0,1.0
7_57d979b72a040a00036a8925,True,57d979b72a040a00036a8925,0,32.0,3.59375,0.5599179087296003,4.0,4.0,6.0,3.6666666666666665,0.5163977794943223,4.0,4.0,8.0,3.5,0.5345224838248488,3.5,4.0,6.0,1.3333333333333333,0.5163977794943223,1.0,1.75,2.0,0.0,0.0,0.0,0.0,34.0,39.94117647058823,18.927198925885353,35.0,52.0,0.0,34.0,2.0,0.0,18.0,15.0,1.0,16.0,0.0,142,3.4225352112676055,0.765607751559392,4,4,19.0,676.0,17.0,610.0,2.142857142857143,1.5714285714285714,2.0,1.0
9_57d979b72a040a00036a8925,True,57d979b72a040a00036a8925,1,1.0,3.0,,3.0,3.0,0.0,,,,,1.0,3.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,142,3.4225352112676055,0.765607751559392,4,4,19.0,676.0,17.0,610.0,2.142857142857143,1.5714285714285714,2.0,1.0
10_57d979b72a040a00036a8925,True,57d979b72a040a00036a8925,0,1.0,4.0,,4.0,4.0,1.0,4.0,,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,142,3.4225352112676055,0.765607751559392,4,4,19.0,676.0,17.0,610.0,2.142857142857143,1.5714285714285714,2.0,1.0
