unique_employee_ids,stillExists,companyAlias,is_train,vote_cnt,vote_avg,vote_std,vote_p50,vote_p75,votes_monday_cnt,votes_monday_avg,votes_monday_std,votes_monday_p50,votes_monday_p75,votes_friday_cnt,votes_friday_avg,votes_friday_std,votes_friday_p50,votes_friday_p75,acpt_likes_cnt,acpt_likes_avg,acpt_likes_std,acpt_likes_p50,acpt_likes_p75,acpt_dislikes_cnt,acpt_dislikes_avg,acpt_dislikes_std,acpt_dislikes_p50,acpt_dislikes_p75,len_txt_cnt,len_txt_avg,len_txt_std,len_txt_p50,len_txt_p75,comment_weekend_cnt,comment_weekday_cnt,comment_morning_cnt,comment_night_cnt,comment_lunch_cnt,gv_liked_cnt,gv_disliked_cnt,reaction_cnt,turn_over_rate,vote_company_cnt,vote_company_avg,vote_company_std,vote_company_p50,vote_company_p75,comment_per_emp_avg,comment_len_per_emp_avg,comment_per_emp_p50,comment_len_per_emp_p50,gv_liked_per_emp_avg,gv_disliked_per_emp_avg,gv_liked_per_emp_p50,gv_disliked_per_emp_p50
38_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,36.0,3.7222222222222223,0.7410845762842114,4.0,4.0,7.0,3.5714285714285716,0.7867957924694432,4.0,4.0,7.0,3.4285714285714284,0.9759000729485331,4.0,4.0,40.0,1.4,0.5905234531480937,1.0,2.0,14.0,0.14285714285714285,0.36313651960128146,0.0,0.0,80.0,59.425,56.7606065479942,38.0,68.25,6.0,74.0,8.0,18.0,18.0,7.0,1.0,8.0,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
39_57908a2622881200033b34d7,True,57908a2622881200033b34d7,0,10.0,3.8,0.4216370213557839,4.0,4.0,0.0,,,,,2.0,3.5,0.7071067811865476,3.5,3.75,6.0,1.3333333333333333,0.5163977794943222,1.0,1.75,2.0,1.0,0.0,1.0,1.0,16.0,33.75,19.250974001333024,34.0,42.5,0.0,16.0,4.0,0.0,0.0,7.0,1.0,8.0,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
41_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,7.0,3.7142857142857144,0.48795003647426655,4.0,4.0,0.0,,,,,1.0,4.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
42_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,2.0,3.0,1.4142135623730951,3.0,3.5,1.0,4.0,,4.0,4.0,0.0,,,,,0.0,,,,,0.0,,,,,2.0,35.0,0.0,35.0,35.0,0.0,2.0,0.0,0.0,0.0,,,,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
44_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,3.0,2.0,1.0,2.0,2.5,0.0,,,,,1.0,2.0,,2.0,2.0,0.0,,,,,0.0,,,,,2.0,38.0,0.0,38.0,38.0,0.0,2.0,0.0,0.0,0.0,,,,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
45_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,2.0,2.5,0.7071067811865476,2.5,2.75,0.0,,,,,1.0,2.0,,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,,,,,4.0,20.0,18.475208614068023,20.0,36.0,0.0,4.0,0.0,4.0,0.0,,,,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
47_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,1.0,2.0,,2.0,2.0,1.0,2.0,,2.0,2.0,0.0,,,,,2.0,1.0,0.0,1.0,1.0,0.0,,,,,2.0,13.0,0.0,13.0,13.0,0.0,2.0,0.0,2.0,0.0,,,,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
48_57908a2622881200033b34d7,True,57908a2622881200033b34d7,0,3.0,4.0,0.0,4.0,4.0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,4.0,13.0,1.1547005383792515,13.0,14.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,3.0,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
49_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,13.0,3.6923076923076925,0.4803844614152615,4.0,4.0,1.0,4.0,,4.0,4.0,3.0,3.6666666666666665,0.5773502691896258,4.0,4.0,6.0,1.3333333333333333,0.5163977794943223,1.0,1.75,2.0,0.0,0.0,0.0,0.0,12.0,31.666666666666668,18.884016008414644,22.5,45.0,0.0,12.0,0.0,0.0,4.0,,,,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
50_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,25.0,3.32,0.47609522856952313,3.0,4.0,5.0,3.4,0.5477225575051661,3.0,4.0,5.0,3.2,0.447213595499958,3.0,3.0,6.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,16.0,43.125,27.190378200140334,37.0,55.25,0.0,16.0,4.0,2.0,4.0,2.0,0.0,2.0,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
52_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,3.0,3.6666666666666665,0.5773502691896258,4.0,4.0,1.0,3.0,,3.0,3.0,0.0,,,,,2.0,2.0,0.0,2.0,2.0,0.0,,,,,2.0,24.0,0.0,24.0,24.0,0.0,2.0,0.0,0.0,2.0,,,,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
53_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,2.0,3.0,0.0,3.0,3.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
54_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,2.0,3.5,0.7071067811865476,3.5,3.75,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
55_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,2.0,2.0,0.0,2.0,2.0,0.0,,,,,2.0,2.0,0.0,2.0,2.0,0.0,,,,,0.0,,,,,2.0,15.0,0.0,15.0,15.0,0.0,2.0,0.0,0.0,0.0,,,,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
56_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,2.0,4.0,0.0,4.0,4.0,0.0,,,,,1.0,4.0,,4.0,4.0,2.0,3.0,0.0,3.0,3.0,0.0,,,,,2.0,56.0,0.0,56.0,56.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
57_57908a2622881200033b34d7,False,57908a2622881200033b34d7,1,1.0,4.0,,4.0,4.0,1.0,4.0,,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
58_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,7.0,3.142857142857143,0.6900655593423543,3.0,3.5,1.0,3.0,,3.0,3.0,2.0,2.5,0.7071067811865476,2.5,2.75,0.0,,,,,0.0,,,,,2.0,6.0,0.0,6.0,6.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,5.0,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
60_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,2.0,4.0,0.0,4.0,4.0,1.0,4.0,,4.0,4.0,0.0,,,,,2.0,3.0,0.0,3.0,3.0,0.0,,,,,8.0,16.25,6.860862086606068,14.5,20.0,0.0,8.0,0.0,8.0,0.0,1.0,1.0,2.0,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
61_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,4.0,2.5,1.2909944487358056,2.5,3.25,0.0,,,,,1.0,1.0,,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,,,,,6.0,5.666666666666667,1.8618986725025255,5.0,7.25,2.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
62_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,1.0,4.0,,4.0,4.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
64_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,1.0,3.0,,3.0,3.0,1.0,3.0,,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
79_57908a2622881200033b34d7,True,57908a2622881200033b34d7,1,45.0,3.7555555555555555,0.6088571841631425,4.0,4.0,6.0,4.0,0.0,4.0,4.0,9.0,3.888888888888889,0.33333333333333337,4.0,4.0,34.0,1.7647058823529411,0.9553302944424514,1.0,2.0,6.0,0.6666666666666666,0.5163977794943223,1.0,1.0,58.0,55.13793103448276,46.00207786148477,45.0,61.0,6.0,52.0,0.0,22.0,12.0,32.0,3.0,35.0,0.17142857142857137,501,3.586826347305389,0.7091869343018322,4,4,30.32,1583.36,8.0,272.0,15.5,4.888888888888889,3.0,0.0
1_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,135.0,2.9851851851851854,0.21108055989114205,3.0,3.0,26.0,3.0,0.0,3.0,3.0,20.0,3.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,11.0,2.0,13.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-2_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,,,,,,,,,,,,,,,,4.0,3.0,2.309401076758503,3.0,5.0,2.0,5.0,0.0,5.0,5.0,4.0,33.5,25.98076211353316,33.5,56.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
2_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,325.0,1.043076923076923,0.3012162745679212,1.0,1.0,47.0,1.0212765957446808,0.14586499149789459,1.0,1.0,48.0,1.1666666666666667,0.6302087912488812,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-3_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,0,,,,,,,,,,,,,,,,2.0,13.0,0.0,13.0,13.0,4.0,6.5,7.505553499465135,6.5,13.0,4.0,115.0,51.96152422706632,115.0,160.0,2.0,2.0,0.0,4.0,0.0,4.0,3.0,7.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
3_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,144.0,1.8541666666666667,0.9234228664105032,2.0,3.0,26.0,1.7307692307692308,0.7243033788512826,2.0,2.0,23.0,1.826086956521739,1.0292174393923799,1.0,2.5,76.0,6.7631578947368425,4.414728141279314,5.5,9.0,36.0,6.166666666666667,3.644957377763735,5.0,9.0,82.0,57.19512195121951,47.238935349432964,54.0,67.0,2.0,80.0,12.0,12.0,24.0,216.0,35.0,251.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-4_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,,,,,,,,,,,,,,,,18.0,3.0,2.0,2.0,4.0,20.0,2.7,2.1051315748352692,2.0,4.0,20.0,23.8,7.105224171433002,22.5,24.0,0.0,20.0,12.0,4.0,0.0,21.0,4.0,25.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
4_54e52607e4b01191dc064966,True,54e52607e4b01191dc064966,1,188.0,2.898936170212766,1.4387304772883294,4.0,4.0,27.0,2.740740740740741,1.483047605247451,4.0,4.0,35.0,2.8857142857142857,1.4707226829297335,4.0,4.0,4.0,6.5,1.7320508075688772,6.5,8.0,2.0,5.0,0.0,5.0,5.0,4.0,18.5,6.3508529610858835,18.5,24.0,2.0,2.0,2.0,2.0,0.0,100.0,35.0,135.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-5_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,,,,,,,,,,,,,,,,74.0,10.297297297297296,6.345594372302788,10.0,14.0,48.0,10.5,6.358107573397419,10.5,14.5,76.0,112.76315789473684,250.61592758221641,49.0,93.0,0.0,76.0,6.0,14.0,12.0,275.0,52.0,327.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
5_54e52607e4b01191dc064966,True,54e52607e4b01191dc064966,1,1.0,2.0,,2.0,2.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-6_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,0,,,,,,,,,,,,,,,,14.0,13.0,6.5162518721684215,14.0,19.25,8.0,14.5,5.154748157905347,15.5,17.75,14.0,112.28571428571429,68.63216174923843,98.0,165.75,2.0,12.0,8.0,0.0,4.0,347.0,165.0,512.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
6_54e52607e4b01191dc064966,True,54e52607e4b01191dc064966,1,41.0,2.4146341463414633,0.7407971974871921,3.0,3.0,5.0,2.0,1.0,2.0,3.0,3.0,2.3333333333333335,0.5773502691896257,2.0,2.5,2.0,2.0,0.0,2.0,2.0,0.0,,,,,2.0,24.0,0.0,24.0,24.0,0.0,2.0,0.0,0.0,0.0,22.0,3.0,25.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-7_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,36.0,84.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
7_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,3.0,3.3333333333333335,0.5773502691896258,3.0,3.5,1.0,4.0,,4.0,4.0,1.0,3.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-8_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,32.0,51.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
8_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-9_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,0,,,,,,,,,,,,,,,,48.0,10.5,8.084658442238583,8.0,13.5,32.0,11.0625,8.654432017665117,9.0,13.5,48.0,93.79166666666667,97.50678281553267,67.5,127.0,2.0,46.0,0.0,2.0,16.0,86.0,12.0,98.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
9_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,0,31.0,1.8387096774193548,0.7347005827114601,2.0,2.0,3.0,1.6666666666666667,0.5773502691896257,2.0,2.0,7.0,2.0,0.816496580927726,2.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-10_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,29.0,86.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-11_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,,,,,,,,,,,,,,,,20.0,15.0,6.6014352506421705,15.0,21.0,18.0,16.22222222222222,5.734883511361751,17.0,21.0,20.0,176.1,158.38889514502952,132.5,298.0,0.0,20.0,4.0,0.0,8.0,114.0,47.0,161.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
11_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,58.0,2.4655172413793105,0.9025406097949823,2.5,3.0,9.0,2.3333333333333335,0.7071067811865476,2.0,3.0,9.0,2.5555555555555554,1.0137937550497034,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-12_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,,,,,,,,,,,,,,,,28.0,3.2142857142857144,2.2829017087120094,3.0,4.0,22.0,2.727272727272727,1.386390248839742,3.0,4.0,28.0,136.85714285714286,171.98271107891316,88.5,111.0,4.0,24.0,10.0,6.0,4.0,114.0,49.0,163.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
12_54e52607e4b01191dc064966,True,54e52607e4b01191dc064966,1,209.0,2.2200956937799043,1.3585123334108695,1.0,4.0,33.0,2.090909090909091,1.331438046897892,1.0,4.0,34.0,2.411764705882353,1.4379625118142836,2.0,4.0,2.0,9.0,0.0,9.0,9.0,2.0,9.0,0.0,9.0,9.0,2.0,56.0,0.0,56.0,56.0,0.0,2.0,0.0,0.0,2.0,153.0,33.0,186.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-13_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,0,,,,,,,,,,,,,,,,24.0,15.833333333333334,12.348795634521949,12.0,20.25,10.0,21.6,16.634635887542327,21.0,22.0,24.0,96.41666666666667,71.73072634129167,93.5,128.75,6.0,18.0,4.0,10.0,8.0,197.0,64.0,261.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-14_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,,,,,,,,,,,,,,,,4.0,17.0,10.392304845413264,17.0,26.0,4.0,17.0,10.392304845413264,17.0,26.0,4.0,264.0,161.65807537309522,264.0,404.0,0.0,4.0,0.0,4.0,0.0,67.0,0.0,67.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-15_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,0,,,,,,,,,,,,,,,,14.0,8.0,4.1137667560372115,7.0,9.5,10.0,8.6,4.788875998951459,8.0,10.0,14.0,33.57142857142857,19.04534784994159,22.0,48.0,0.0,14.0,10.0,2.0,2.0,181.0,22.0,203.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
15_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,39.0,1.8974358974358974,0.8206182455888075,2.0,3.0,7.0,1.7142857142857142,0.9511897312113418,1.0,2.5,10.0,2.1,0.7378647873726218,2.0,2.75,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
16_54e52607e4b01191dc064966,True,54e52607e4b01191dc064966,1,27.0,2.8518518518518516,0.7181013268818793,3.0,3.0,3.0,3.0,0.0,3.0,3.0,8.0,2.875,0.8345229603962802,3.0,3.25,38.0,4.526315789473684,3.977890532275992,3.0,7.0,18.0,5.888888888888889,4.861479911313485,5.0,9.0,44.0,65.5,42.079382345807446,61.0,95.0,2.0,42.0,8.0,12.0,8.0,194.0,17.0,211.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-17_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
17_54e52607e4b01191dc064966,True,54e52607e4b01191dc064966,1,12.0,3.4166666666666665,0.5149286505444371,3.0,4.0,2.0,3.0,0.0,3.0,3.0,4.0,3.75,0.5,4.0,4.0,2.0,3.0,0.0,3.0,3.0,0.0,,,,,2.0,8.0,0.0,8.0,8.0,0.0,2.0,0.0,0.0,2.0,,,,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
18_54e52607e4b01191dc064966,True,54e52607e4b01191dc064966,1,185.0,1.7567567567567568,1.1563953881661897,1.0,2.0,27.0,1.7407407407407407,1.1959094573584699,1.0,2.0,30.0,1.9,1.2134305884983487,1.0,2.75,,,,,,,,,,,,,,,,,,,,,284.0,5.0,289.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-19_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,,,,,,,,,,,,,,,,4.0,8.5,0.5773502691896257,8.5,9.0,4.0,8.5,0.5773502691896257,8.5,9.0,4.0,28.5,0.5773502691896257,28.5,29.0,0.0,4.0,0.0,0.0,4.0,4.0,2.0,6.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
19_54e52607e4b01191dc064966,True,54e52607e4b01191dc064966,1,321.0,2.143302180685358,0.805077829483883,2.0,3.0,52.0,2.1153846153846154,0.8320502943378436,2.0,3.0,55.0,2.1636363636363636,0.8555621146278813,2.0,3.0,80.0,11.65,6.52376376571731,11.5,16.5,42.0,12.619047619047619,6.860819765256602,12.0,18.0,80.0,81.95,55.92352372954618,72.5,104.75,4.0,76.0,26.0,4.0,16.0,246.0,16.0,262.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-20_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,2.0,35.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
20_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,77.0,2.155844155844156,0.8121598083754187,2.0,3.0,19.0,2.1578947368421053,0.9581903020646578,2.0,3.0,9.0,2.111111111111111,0.7817359599705717,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
-21_54e52607e4b01191dc064966,False,54e52607e4b01191dc064966,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,12.0,49.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
21_54e52607e4b01191dc064966,True,54e52607e4b01191dc064966,1,104.0,1.9615384615384615,0.41624947996881534,2.0,2.0,14.0,1.9285714285714286,0.2672612419124244,2.0,2.0,15.0,1.8666666666666667,0.5163977794943222,2.0,2.0,10.0,8.6,4.2998707990925595,7.0,11.0,6.0,9.666666666666666,4.1311822359545785,7.0,13.0,10.0,103.0,47.10272462041518,109.0,138.0,0.0,10.0,2.0,6.0,0.0,5.0,1.0,6.0,0.5988805970149254,35032,2.6258849052295044,1.0780778895519016,3,3,38.91729323308271,4256.526315789473,10.0,928.0,110.12702702702703,21.94864864864865,21.0,2.0
