col_name,feature_importance_vals
turn_over_rate,0.05601193831655219
vote_avg,0.0320546545713089
reaction_cnt,0.03020465442330779
vote_cnt,0.02655278644382529
gv_liked_cnt,0.022948278258036504
vote_p50,0.02283307006305708
vote_p75,0.020793824024588327
vote_company_std,0.01806682089359101
len_txt_p75,0.012591340482272785
len_txt_p50,0.011122717235020679
len_txt_avg,0.010557234408677993
votes_monday_avg,0.010204747167236943
votes_monday_cnt,0.009809806264383453
vote_company_cnt,0.009733663734961212
len_txt_cnt,0.009706012746694734
comment_weekday_cnt,0.00896934879999831
votes_monday_p50,0.008378046959661467
gv_disliked_per_emp_avg,0.008011439496736269
comment_len_per_emp_avg,0.007974285473884344
acpt_likes_avg,0.007934324790386225
votes_monday_p75,0.007925694776257064
gv_disliked_cnt,0.00776578056240132
vote_std,0.006542388811669808
gv_liked_per_emp_avg,0.006362912450593929
comment_per_emp_avg,0.006130849143154664
vote_company_avg,0.006062514344363188
votes_friday_p75,0.005411193503468698
acpt_likes_p50,0.005110867218202275
gv_liked_per_emp_p50,0.004916429466644476
comment_per_emp_p50,0.004643325980082195
votes_monday_std,0.004419274933033235
comment_len_per_emp_p50,0.004269012019573545
votes_friday_avg,0.004189979579690377
acpt_likes_cnt,0.0039372940637263315
votes_friday_std,0.0038848679452447555
gv_disliked_per_emp_p50,0.003763168605933537
acpt_likes_p75,0.0035873157607786066
votes_friday_p50,0.003287744522803858
votes_friday_cnt,0.002683651937381889
acpt_dislikes_cnt,0.0026747288285493397
comment_morning_cnt,0.002042421309821332
len_txt_std,0.0019078327530609725
acpt_dislikes_p50,0.001543283926979261
acpt_dislikes_avg,0.0015241770621182043
vote_company_p75,0.001521968378053203
acpt_dislikes_std,0.0012540510135391188
acpt_likes_std,0.0012017298360104817
comment_night_cnt,0.0010393394124681155
comment_lunch_cnt,0.0010024019271807076
acpt_dislikes_p75,0.0008719783803612064
comment_weekend_cnt,0.0006573833514704997
vote_company_p50,0.00035297909138321307
