col_name,feature_importance_vals
vote_avg,1.4660306430831858
turn_over_rate,1.1564139136907894
acpt_likes_avg,0.9945295420310625
votes_friday_p75,0.8280058342976504
comment_weekday_cnt,0.6945399391073599
votes_monday_p75,0.6565669998980165
vote_p50,0.6159284588234764
votes_friday_avg,0.5138307587982869
gv_liked_per_emp_p50,0.46767102366007945
gv_liked_per_emp_avg,0.4282741317177275
vote_company_avg,0.38697678406700176
gv_disliked_per_emp_avg,0.3798927975983813
acpt_likes_cnt,0.37394307586566994
reaction_cnt,0.3553570628367008
len_txt_p50,0.34087953911442487
votes_monday_p50,0.33144674114359024
acpt_likes_p75,0.31630225984157617
votes_monday_avg,0.3117724396599596
len_txt_p75,0.3111112209753506
vote_company_p75,0.27711765512673975
votes_monday_cnt,0.26893155878089425
gv_disliked_per_emp_p50,0.24986682170635177
vote_std,0.2457211851930337
len_txt_std,0.24429125918113692
comment_morning_cnt,0.23221843325198985
gv_disliked_cnt,0.2295366194332221
comment_len_per_emp_avg,0.22152090197768484
votes_friday_cnt,0.20502882897167585
acpt_dislikes_cnt,0.19123055796774716
len_txt_cnt,0.18808694404098922
comment_per_emp_p50,0.17669477638075945
acpt_dislikes_std,0.17320084416154283
votes_friday_p50,0.16621496483916248
vote_company_p50,0.1533680741987051
comment_night_cnt,0.15181985514828192
vote_cnt,0.15078391451201872
comment_len_per_emp_p50,0.148520216980978
votes_friday_std,0.14445941268647183
gv_liked_cnt,0.11144913920979123
acpt_dislikes_p50,0.10339946284075163
len_txt_avg,0.10250104626764862
vote_p75,0.08155673714650022
votes_monday_std,0.08119645314277196
acpt_likes_p50,0.07563594311140454
acpt_likes_std,0.06669785247119646
acpt_dislikes_p75,0.058535418338509025
comment_per_emp_avg,0.057862477938687214
acpt_dislikes_avg,0.05531259999216342
vote_company_std,0.02766548438962394
vote_company_cnt,0.02392022983179789
comment_weekend_cnt,0.017000317787681928
comment_lunch_cnt,0.013283075116369726
