col_name,feature_importance_vals
turn_over_rate,0.7785373330116272
vote_avg,0.4403133988380432
reaction_cnt,0.37042054533958435
len_txt_avg,0.22474271059036255
vote_company_cnt,0.13593128323554993
vote_cnt,0.038475152105093
gv_liked_cnt,0.03655777871608734
gv_disliked_per_emp_avg,0.03644438087940216
len_txt_p75,0.02187165431678295
vote_company_std,0.01810428872704506
len_txt_cnt,0.01581035740673542
votes_monday_avg,0.012146437540650368
comment_per_emp_p50,0.010432563722133636
vote_p50,0.00466355262324214
len_txt_p50,0.004624187480658293
vote_p75,0.004147721454501152
